图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,乌鸦-预测置信度,乌龟-预测置信度,仓鼠-预测置信度,企鹅-预测置信度,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,土狼-预测置信度,大猩猩-预测置信度,大象-预测置信度,奶牛-预测置信度,山羊-预测置信度,斑马-预测置信度,松鼠-预测置信度,毛毛虫-预测置信度,水母-预测置信度,水獭-预测置信度,河马-预测置信度,浣熊-预测置信度,海星-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,熊-预测置信度,熊猫-预测置信度,牛-预测置信度,牡蛎-预测置信度,犀牛-预测置信度,犀鸟-预测置信度,狐狸-预测置信度,狗-预测置信度,狮子-预测置信度,狼-预测置信度,猩猩-预测置信度,猪-预测置信度,猫-预测置信度,猫头鹰-预测置信度,獾-预测置信度,瓢虫-预测置信度,甲虫-预测置信度,章鱼-预测置信度,羊-预测置信度,羚羊-预测置信度,老虎-预测置信度,老鼠-预测置信度,考拉-预测置信度,苍蝇-预测置信度,蚊子-预测置信度,蚱蜢-预测置信度,蛇-预测置信度,蛾-预测置信度,蜂鸟-预测置信度,蜜蜂-预测置信度,蜥蜴-预测置信度,蜻蜓-预测置信度,蝙蝠-预测置信度,蝴蝶-预测置信度,蟑螂-预测置信度,蟹-预测置信度,袋熊-预测置信度,袋鼠-预测置信度,豪猪-预测置信度,豹-预测置信度,负鼠-预测置信度,野牛-预测置信度,野猪-预测置信度,金鱼-预测置信度,霍加皮-预测置信度,马-预测置信度,驯鹿-预测置信度,驴-预测置信度,鬣狗-预测置信度,鱿鱼-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸭-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹈鹕-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,鹰-预测置信度,鹿-预测置信度,麻雀-预测置信度,黑猩猩-预测置信度,鼠-预测置信度,龙虾-预测置信度
animals_split\val\负鼠\0c77e9b807.jpg,65,负鼠,65.0,负鼠,26.0,熊猫,2.0,仓鼠,1.0,8.483356e-06,1.440462e-05,0.050729975,0.00011728057,0.0015947284,0.012081581,2.9916171e-05,6.385099e-05,3.392629e-06,2.5323438e-05,0.0028929543,0.0028085134,3.815363e-06,0.008646107,0.0003459129,5.5453415e-06,0.0043562953,4.6617747e-06,0.00029548103,2.3785867e-06,9.757674e-06,0.00058530975,1.8865276e-06,4.4886474e-06,2.5875638e-06,0.00078512763,0.114760324,0.00014397924,1.2247085e-07,1.5216096e-05,1.176337e-05,0.00013072007,8.123618e-05,5.233667e-06,0.00011964551,1.167274e-05,0.008357569,0.0005314278,6.30297e-05,0.006975741,7.085059e-05,3.60711e-07,1.5017288e-06,0.0033114944,1.0306886e-05,7.0644266e-05,0.02553849,0.0017620329,5.360583e-07,1.1822021e-07,3.4981738e-06,4.1512197e-07,2.6332209e-05,1.3452819e-05,5.013287e-06,5.8910655e-07,3.8865037e-05,9.4893694e-05,3.33308e-07,6.906151e-07,1.12964435e-05,0.017499246,2.0176303e-05,0.00041770926,5.324121e-06,0.6897977,0.00017461495,0.0015918976,4.7299494e-05,8.347793e-07,4.5361718e-05,0.001112786,0.0003360196,0.00032501397,1.1212088e-06,0.00023410235,1.0442761e-05,0.0022831645,0.0012824674,0.00020900487,6.416451e-05,0.00020607286,2.112986e-06,0.0007417717,0.00014819957,4.5947232e-05,1.6889635e-05,0.035788022,3.3968477e-06
animals_split\val\负鼠\1dd6d724c7.jpg,65,负鼠,65.0,负鼠,46.0,老鼠,87.0,鼠,1.0,4.5146367e-06,4.9012515e-06,0.012899765,3.5654368e-06,0.0007658016,0.025843112,0.00015455055,0.00013875241,2.2090805e-06,4.73444e-06,3.019055e-06,4.5844663e-05,4.386731e-07,0.034051593,0.00042426263,9.206048e-06,0.004139144,3.1657805e-06,0.0013574999,2.9559511e-05,5.3591984e-06,4.0380022e-05,4.7452148e-05,2.3391127e-05,8.435796e-06,0.00020269508,9.510615e-06,2.185452e-06,3.6453846e-05,1.974193e-07,6.7717942e-06,0.00020435848,1.5304934e-06,1.3738211e-06,0.00062013255,3.1344607e-07,4.5222365e-05,3.4439288e-06,6.600505e-05,0.00013823454,5.4023472e-05,8.8422485e-06,2.8297274e-05,6.6119836e-05,3.3348265e-06,4.667703e-06,0.22442874,0.00011054998,4.3862085e-05,3.276817e-05,1.7583956e-05,1.1064676e-05,0.0003153207,4.794872e-05,7.1698755e-06,1.0110036e-05,3.168413e-05,0.0005311133,5.496883e-06,5.543098e-06,1.10060455e-05,0.0005272883,2.019817e-05,0.010822551,2.2920103e-06,0.6026036,5.5686974e-07,2.3435514e-05,2.771397e-06,2.658366e-07,6.6348207e-06,0.00017822927,3.1123186e-06,5.1934067e-06,2.112969e-06,1.6519605e-05,1.3209602e-06,0.00041518285,5.2065814e-05,6.953316e-05,0.0008752128,1.1771302e-05,7.295252e-05,2.6704689e-05,0.00017685964,8.694215e-05,3.3026201e-06,0.07682961,3.9451996e-05
animals_split\val\负鼠\1e5d40dae1.jpg,65,负鼠,87.0,鼠,65.0,负鼠,46.0,老鼠,1.0,0.00015384369,0.00010323176,0.017001906,0.00023585373,0.001309948,0.011513721,9.201047e-05,0.00012399831,5.572184e-06,7.1282643e-06,0.0005023975,0.00022715036,2.8362551e-06,0.0035450286,0.0029391155,4.3586322e-05,0.004031843,5.6059962e-05,0.001028574,8.032841e-06,4.3611934e-05,1.3120079e-05,0.0018780564,6.6055695e-06,0.00015565241,0.0007988445,0.00046389078,0.00021505058,2.8522385e-05,7.207995e-07,0.00010328001,3.8298044e-06,5.8014397e-05,7.8386465e-06,0.00014647927,1.0606684e-06,8.6771826e-05,9.0207075e-05,0.00045800867,0.0020204955,0.0006657564,0.000120514065,0.00010768568,0.0011702818,1.4979505e-06,1.0787177e-05,0.2373217,0.0009409511,0.00031768266,0.00026475155,5.324127e-05,0.00012410822,0.00066299393,0.00021119363,0.00022574235,0.0003552025,0.0001174688,0.0001701612,3.651201e-05,5.5114986e-05,4.2580505e-05,0.00060604175,3.3008366e-06,0.003158229,1.186547e-06,0.27253863,3.0632902e-05,0.00011766108,9.672086e-05,3.9958587e-07,1.6641068e-05,0.00015853962,5.320437e-05,6.957171e-06,9.747731e-05,0.000121287376,0.00012226873,0.009116124,0.0012178316,8.900042e-05,0.00010757658,0.0010884642,0.00010709526,0.008229368,1.00926645e-05,0.00011979148,1.2894173e-05,0.41023347,5.136586e-05
animals_split\val\负鼠\25cb7db1c5.jpg,65,负鼠,65.0,负鼠,87.0,鼠,21.0,海豹,1.0,3.8289824e-07,1.8378641e-06,0.00094088784,3.9812425e-05,0.00034696216,0.0001298055,2.54038e-06,1.1721033e-06,1.4292596e-06,1.5685096e-07,7.0312024e-05,6.7963774e-05,9.837903e-07,1.4563738e-06,1.4337946e-06,2.2015716e-05,0.0028252744,2.3294534e-07,0.0026146753,4.3461108e-07,8.588149e-05,0.0048211995,7.7262456e-08,4.7713115e-07,2.057686e-06,2.652279e-07,4.450657e-05,0.00033603382,4.5662425e-08,4.444581e-06,1.1344689e-07,8.827143e-06,2.7720915e-05,9.351996e-06,1.4828854e-05,1.913711e-05,0.0004353983,0.00022886142,2.9201487e-05,0.0007319662,1.2705061e-07,4.5478964e-07,9.800012e-08,2.9808123e-05,4.4124668e-06,2.7735869e-06,0.0003399975,1.4167202e-06,5.5907014e-07,5.20173e-08,5.1940265e-08,7.9419245e-08,4.0133207e-07,2.844742e-07,2.8434997e-07,1.0581657e-07,1.5062318e-05,6.139558e-05,1.9927543e-06,1.6385916e-06,2.0663379e-07,0.00011845736,3.2499393e-06,4.5944507e-05,2.6054493e-06,0.97217983,1.619797e-07,2.805685e-07,5.3859655e-08,1.6843973e-06,7.9637946e-05,5.227847e-05,9.098908e-06,6.4935e-06,1.0574096e-06,0.00013467805,1.6100614e-06,3.0176005e-05,2.545241e-05,8.250573e-06,5.788338e-07,4.7621197e-07,2.184114e-05,2.9440214e-06,1.2425779e-05,8.7114495e-06,4.174814e-05,0.012876335,2.5297713e-06
animals_split\val\负鼠\27d352ad77.jpg,65,负鼠,65.0,负鼠,87.0,鼠,16.0,水獭,1.0,5.911584e-06,8.496368e-05,0.019953528,1.9548912e-05,6.728087e-05,0.008264947,1.8362614e-05,2.0426949e-06,5.475537e-07,3.5955934e-06,3.0042442e-05,4.9657043e-05,3.2145036e-07,0.00010568617,1.3987136e-05,5.0308954e-06,0.026930803,1.6125416e-07,0.0001035218,4.2517604e-05,1.1277702e-06,0.00018943257,1.7787948e-05,2.7028088e-06,3.8475762e-05,2.8603517e-06,0.002704503,2.7284505e-06,1.1676297e-05,9.132482e-07,3.2857358e-06,5.785568e-06,6.8716004e-06,2.467396e-06,1.0002955e-05,3.7027758e-07,0.00393059,0.00014313514,4.7932197e-05,0.00169691,2.9688174e-06,1.0665102e-05,1.6813e-07,3.088143e-05,3.1507138e-06,3.4173158e-06,0.004886756,7.0067495e-06,9.468201e-07,2.3325089e-07,5.394077e-07,4.292934e-06,6.1287187e-06,4.0957545e-07,3.2577995e-07,4.500871e-06,8.5366366e-07,0.00010418498,6.074211e-07,2.3221119e-06,2.2292636e-06,0.00027603025,1.1318349e-07,0.00035122034,1.16261845e-05,0.87624115,2.2940333e-07,2.1499714e-06,1.0548699e-06,1.6136909e-07,9.967009e-06,4.4533917e-06,1.5123563e-06,7.5655646e-07,3.5861984e-07,2.2365966e-05,1.3241006e-06,0.0013171573,0.00021148295,0.000120947334,8.217549e-06,8.582884e-06,8.506611e-06,0.00011132746,2.3556609e-06,2.2270324e-06,6.428179e-06,0.051680297,3.3267474e-06
animals_split\val\负鼠\46f59e122b.jpg,65,负鼠,87.0,鼠,61.0,袋熊,13.0,松鼠,0.0,1.5457767e-06,7.74396e-05,0.00059197535,7.907983e-06,0.005549745,0.0064740437,3.8690217e-05,0.0040822797,0.00010673518,2.8806871e-06,3.2535424e-06,5.0091316e-05,3.3328033e-05,0.16582899,0.00053479546,4.212674e-06,0.00024805346,0.00049277017,0.0057243435,0.00010527839,1.2182165e-05,4.526089e-05,5.894852e-05,4.7156636e-06,1.1051231e-05,0.00037563633,3.4083987e-06,8.479092e-06,6.8612694e-06,2.8324705e-05,4.821017e-05,0.0003486488,2.1848178e-05,1.9945203e-06,0.00016574349,1.5040727e-05,0.0007755614,0.00017872946,0.00015492368,0.003392284,7.9215955e-05,8.251281e-06,0.00046444783,0.00023427987,1.0721971e-05,4.3290966e-05,0.0925663,0.001972963,3.4861987e-05,2.8201095e-05,0.0002736359,4.2982512e-05,0.0049711196,2.5916272e-05,1.1439065e-05,0.00064207474,1.0978507e-05,0.025812639,2.3726561e-05,2.903513e-06,6.3205094e-05,0.16823736,0.00039485618,0.008245118,1.1805276e-05,0.1058375,1.6830925e-05,0.0011289867,0.00023336092,2.1211798e-05,6.758279e-06,8.134462e-05,2.0342632e-05,3.9455495e-05,3.3741446e-05,9.129033e-06,1.8499167e-06,0.00082359905,5.094481e-05,3.671678e-05,0.00021149665,0.00017078928,2.3849075e-06,2.169677e-05,0.011229744,3.4599082e-06,1.4852022e-05,0.3800722,0.00010310968
animals_split\val\负鼠\48c2853b46.jpg,65,负鼠,65.0,负鼠,87.0,鼠,18.0,浣熊,1.0,9.820718e-06,6.3784623e-06,0.001025629,4.454696e-05,0.00029073862,0.0023932196,1.07285505e-05,0.0042246524,3.0296032e-06,3.8582175e-06,3.2510197e-05,0.0022212567,2.177978e-05,0.00057405204,0.00013229552,9.539418e-07,0.00055246183,9.610262e-06,0.035412915,9.70853e-07,4.563253e-06,1.2443794e-05,4.1988933e-06,1.0903645e-05,2.2182847e-05,5.0761795e-05,1.8709441e-05,3.9606207e-06,7.6227143e-06,9.64227e-07,1.6499306e-06,0.000111088164,8.603316e-05,2.7366896e-06,0.0063487715,8.792646e-08,0.0045751715,0.00069550186,8.912986e-06,0.029598618,4.336487e-06,1.6231692e-06,9.282595e-07,7.112206e-05,2.3864723e-05,0.00011373827,0.013498398,5.4516768e-05,6.927302e-06,5.1481056e-06,1.3240161e-05,1.2846653e-05,2.9036148e-05,3.7164957e-06,1.2248773e-06,3.1552336e-05,6.1939913e-06,9.099426e-05,1.9919164e-06,1.4714445e-06,1.00121415e-05,0.0019092979,6.9657355e-05,5.884098e-05,1.9955994e-06,0.7695888,6.249451e-08,0.0015999733,8.2387993e-07,1.1231764e-05,1.0984825e-05,0.00052554515,0.00018263276,3.1446893e-05,1.0841312e-06,4.819887e-05,2.9384428e-06,0.00022912853,6.1807004e-05,0.00051550503,0.0001776061,5.0588847e-06,2.532677e-05,1.0821938e-05,8.756159e-05,7.0061055e-06,1.7148934e-05,0.122296326,4.0041978e-06
animals_split\val\负鼠\4b9c76a524.jpg,65,负鼠,18.0,浣熊,61.0,袋熊,57.0,蝙蝠,0.0,0.00010803548,0.0023828316,0.0012632129,0.00014086401,0.00051484257,0.028496908,0.00067665736,0.030249162,0.00014567228,1.1148122e-05,4.2408614e-05,0.0009079225,0.00055929826,0.05119328,0.0039371126,0.00015435764,0.0024382572,0.005486852,0.27707654,0.0014757037,6.173719e-05,0.0009073175,0.00074884284,7.743358e-05,2.801077e-05,0.0045897174,0.00076022214,4.853865e-05,0.00020298752,0.0009107444,0.00028012335,0.022359334,0.0072123343,2.4414496e-05,0.008718046,0.00028767623,0.011499762,0.0042073214,0.0057501,0.016351629,0.0010375784,0.00020130284,0.004559167,5.1445306e-05,8.415007e-05,0.0008317102,0.009886168,0.075475074,0.00044834547,0.00027429085,0.0015287616,0.00031702773,0.0022513405,0.00057622365,0.0003165027,0.0017213591,0.00028292034,0.11547061,0.00020264054,7.281749e-05,0.0005305915,0.124212675,0.0022848714,0.005395973,0.00096400786,0.10659518,9.5524965e-06,0.0043092975,0.0016753759,0.0017468666,2.9888397e-05,0.00067827845,4.5135042e-05,0.007861364,0.0003930598,0.00013884353,1.8630159e-05,0.00012980045,0.00022691203,7.803033e-05,0.0003976127,0.0007326661,8.088201e-06,5.398862e-05,0.00690649,0.00011789455,0.0009396098,0.024590516,0.001052028
animals_split\val\负鼠\5b2ccc21eb.jpg,65,负鼠,65.0,负鼠,31.0,狐狸,18.0,浣熊,1.0,1.0006509e-05,4.8832844e-06,0.0058818953,0.00019162778,0.0016854386,0.0024644316,6.6971756e-05,0.0023873074,2.0550876e-06,1.5548131e-06,6.625101e-05,0.0015101037,4.2864235e-06,0.0005371121,8.343161e-05,9.942087e-05,9.644605e-05,4.4987118e-07,0.08371166,0.00031269583,2.2539974e-05,5.909583e-05,2.8674802e-05,0.00022762256,6.953837e-06,1.5339983e-05,0.0002498722,0.00011742571,3.7424445e-06,2.4378298e-06,1.1299803e-05,0.22588196,0.0038507737,6.34356e-05,0.0021131893,1.1792752e-05,6.649845e-05,0.061074562,0.00012219114,0.00028593699,4.3462478e-05,3.9392994e-06,5.749181e-06,8.869982e-05,0.00017737417,0.000109032844,0.0041866056,2.0110756e-05,8.475297e-05,2.2688242e-05,1.2751018e-05,1.1512391e-05,3.387745e-05,7.466503e-05,6.4146145e-05,9.1817405e-05,4.90879e-05,0.0007116021,0.00012814904,2.0159798e-05,7.8053345e-06,9.7976255e-05,0.00014869435,8.030153e-05,9.635021e-06,0.594336,3.153629e-07,7.119245e-06,0.00017380882,3.7911253e-05,0.00014903946,4.1281277e-05,4.64404e-05,5.0122468e-05,0.00018509245,0.00013700494,2.0710826e-05,0.0023934604,6.373983e-05,0.00025169895,0.00018477974,0.00014459417,3.9124607e-05,0.00022082079,2.7203932e-05,2.696118e-05,4.3716036e-06,0.0018211203,1.9337649e-05
animals_split\val\负鼠\7fa78e4142.jpg,65,负鼠,57.0,蝙蝠,13.0,松鼠,65.0,负鼠,1.0,2.893686e-06,0.00025283048,0.0039533773,4.29926e-05,0.00094540796,0.00083891285,0.00084390317,0.00027788317,0.00011164169,3.004033e-07,3.0353924e-06,5.7870498e-06,2.7738497e-07,0.24312463,0.00037653028,2.5055533e-07,0.00029616384,0.00044428094,0.014735871,0.00080393517,1.1839218e-06,0.0007642397,0.001325924,1.6474397e-08,5.8064836e-07,0.021504212,0.0034228961,6.8884983e-06,7.215705e-06,5.9763615e-08,0.00060354883,0.005519364,6.500213e-05,6.884614e-05,0.0005620487,0.006499688,2.0805828e-05,6.340625e-05,0.00079109776,0.04569052,0.00012139527,0.0016512142,9.9999495e-05,1.0850066e-05,8.468482e-06,0.0002243368,0.07794982,0.04542653,0.0002551522,3.4163477e-05,0.0001232242,3.392695e-05,0.012067625,6.7415065e-05,0.0043363613,0.010437212,0.00014732164,0.3298634,1.7709604e-05,0.00034726688,2.2320672e-05,0.044075362,2.152421e-05,0.010751455,2.5825182e-05,0.09701539,3.857262e-05,0.00044191498,4.5824845e-06,5.1547768e-06,5.982435e-06,1.3432369e-05,3.7074608e-06,1.2689537e-05,2.973688e-05,2.3811713e-06,2.934919e-06,0.00018236105,1.2872404e-05,7.151448e-07,4.9213913e-06,3.919343e-05,2.6117903e-08,2.6887406e-05,0.0002466538,4.1816915e-05,0.004633732,0.0049767243,0.00015922585
animals_split\val\负鼠\97ad403294.jpg,65,负鼠,65.0,负鼠,87.0,鼠,2.0,仓鼠,1.0,2.204302e-05,4.1381754e-06,0.008247266,0.00035907113,0.0008084711,0.0028507838,2.7492957e-05,2.1468317e-05,5.320485e-06,7.4282184e-07,4.0594117e-05,7.443125e-05,1.7564483e-06,0.0011276514,4.004209e-05,2.2390444e-05,0.00067979726,9.715786e-07,0.0016106408,0.00026182987,1.8618975e-05,5.6422377e-05,2.931546e-05,2.6198035e-05,7.661329e-06,3.873281e-05,0.0005745584,6.669756e-06,9.2139635e-07,9.429813e-07,6.137554e-05,0.0035872867,4.9181476e-06,1.5850765e-06,3.2258115e-05,1.1033972e-06,2.3458317e-05,0.000528044,7.4629224e-06,0.00024051529,2.8417908e-05,5.905913e-07,1.5417099e-06,2.3502049e-05,5.341543e-06,5.2555815e-06,0.0077638878,2.224919e-05,9.773306e-06,1.3242962e-06,2.0461594e-06,6.9995835e-06,7.2946136e-06,1.5703853e-06,4.3247064e-06,1.7889324e-05,1.6714823e-05,5.4189502e-05,3.1393583e-06,2.5557608e-06,9.052797e-06,0.00014564536,9.030851e-06,0.00076422695,8.718045e-06,0.95969474,1.1465547e-05,4.794013e-06,2.183334e-05,2.6608627e-06,3.77637e-06,6.9054527e-06,5.9677363e-06,4.9026517e-06,7.0608426e-06,1.8022567e-05,2.1879949e-05,0.0010217362,7.41637e-05,5.3620122e-05,1.7619623e-05,1.4542851e-05,5.070349e-06,0.00012670894,2.9209818e-06,5.5501187e-07,1.7173375e-05,0.008470204,2.1411373e-05
animals_split\val\负鼠\9bc6f19b04.jpg,65,负鼠,65.0,负鼠,87.0,鼠,2.0,仓鼠,1.0,1.0817499e-05,8.114745e-06,0.04282371,6.144243e-05,0.00033587372,0.010048622,1.9763895e-05,7.437186e-05,1.3809513e-06,1.3094325e-06,8.845528e-06,6.001176e-06,5.435112e-06,0.0015682845,4.252605e-05,7.959317e-06,0.00875056,4.4756907e-06,0.002362394,0.00017526404,1.0768997e-05,0.00037015905,1.8234427e-05,1.1322023e-05,3.515788e-06,0.00018418068,0.00039595415,4.478752e-06,5.5632096e-05,1.0010353e-05,8.544812e-06,0.0014775845,3.4484178e-06,4.182267e-06,0.00010540185,6.126362e-07,0.00013895912,0.0010459766,4.556696e-05,0.0028699872,2.1259306e-05,2.2991974e-06,3.9158062e-06,3.764148e-05,4.8567917e-06,1.16364245e-05,0.026402239,3.3826018e-05,2.5509619e-06,2.435682e-06,7.735586e-06,1.688338e-05,7.992497e-06,3.524923e-06,1.5085553e-06,4.4437395e-05,5.7462454e-05,0.0002527936,2.936856e-06,2.6128166e-06,3.5602807e-05,0.0076800524,1.5626334e-06,0.0017513308,5.9030037e-05,0.8349162,5.120234e-06,1.0332914e-05,4.655613e-05,1.118e-06,2.5391103e-06,1.3445556e-05,3.5596572e-06,3.3959834e-05,1.2826418e-06,5.2479125e-05,2.166263e-05,0.00074521394,6.133436e-05,7.334597e-05,1.434129e-05,3.2905868e-05,2.3564244e-05,0.00013538719,3.601638e-06,8.173976e-06,4.0867094e-06,0.054242663,1.7322867e-05
animals_split\val\野牛\1a993de5a8.jpg,66,野牛,66.0,野牛,29.0,犀牛,27.0,牛,1.0,5.7281236e-06,6.813323e-05,1.993225e-05,0.00021627643,4.382961e-05,5.6210665e-06,3.1352165e-06,9.361072e-06,0.0001588096,0.0005245297,0.003798165,0.00014187528,0.00029536991,0.00045273686,9.5103005e-06,5.5764986e-06,0.0005007688,0.0017914623,1.0856361e-05,9.9518315e-05,5.1640773e-06,8.124052e-05,7.2236867e-06,2.4562865e-05,4.5537698e-05,0.0014612965,3.853241e-05,0.008940461,6.3754405e-06,0.014329403,2.7009566e-05,1.7033584e-05,5.1128074e-05,0.0033919422,6.5371014e-06,6.022395e-05,0.0001298699,2.2060067e-05,0.00067770947,5.4251122e-05,8.872458e-06,9.686986e-06,0.0004424994,0.0016242629,0.001194806,0.00059637404,4.790899e-06,0.00011735979,2.379483e-06,1.0547222e-07,1.2533686e-06,7.1173595e-06,2.751246e-05,3.8456836e-08,1.562577e-05,1.9348768e-06,1.3539298e-07,0.0003012427,2.782241e-07,1.13276965e-05,1.3117233e-05,0.00084722496,0.00020190752,6.191113e-05,0.00017205952,5.3419485e-06,0.9505456,0.0012064327,3.3452867e-05,5.4286833e-05,0.00068607484,0.0006808721,0.0003212454,0.0028042258,1.3010203e-05,1.6874815e-06,3.2467724e-05,3.500752e-05,2.8048046e-06,3.672362e-05,1.3294569e-05,2.6998455e-06,1.4164544e-06,9.658063e-05,0.00020477948,1.4543393e-06,1.3758034e-05,1.0940731e-06,3.2457801e-06
animals_split\val\野牛\1c4993f09f.jpg,66,野牛,66.0,野牛,27.0,牛,29.0,犀牛,1.0,1.1687745e-06,2.0808801e-07,7.555533e-08,2.1840829e-06,3.2649288e-07,2.4353972e-09,3.9516794e-07,1.2730644e-06,1.0325589e-06,0.0016807466,0.0027348665,8.392739e-05,6.935672e-05,4.8240275e-07,2.3214645e-07,1.3210976e-06,1.4872223e-06,6.991876e-05,3.2533649e-06,8.587168e-08,2.8873546e-07,1.2016668e-06,2.3509795e-08,3.1696663e-07,5.7513654e-07,0.0014085702,7.961583e-07,0.013595727,6.953994e-08,0.004474165,4.805915e-08,1.6829445e-07,2.0490683e-07,0.0005891437,1.9099e-05,1.4245134e-07,0.00018946295,6.4578956e-08,7.510564e-07,7.281871e-05,5.5519718e-09,5.3764055e-09,4.4349044e-06,0.002112112,1.4442676e-05,4.1030758e-06,6.9473124e-08,7.770362e-07,2.478412e-08,9.167772e-09,6.474245e-09,7.0435213e-09,7.378187e-08,1.2840595e-09,1.8624324e-07,3.103808e-08,1.096793e-08,6.332085e-07,1.7554134e-08,1.0977134e-07,2.150508e-07,0.00019058962,1.2062164e-05,2.9425357e-06,5.608989e-06,1.296157e-06,0.96386546,0.0024481902,5.347152e-07,2.170468e-06,3.7191094e-05,0.0030131168,0.0028445867,0.00035430753,1.11363526e-07,2.4648406e-07,8.947391e-06,4.4340084e-08,1.15911895e-07,2.510789e-07,1.6533379e-07,1.6282119e-08,3.3318315e-08,7.498913e-07,6.6166256e-05,5.874081e-09,1.4834501e-06,2.7960874e-07,9.4572414e-08
animals_split\val\野牛\1e727a98f4.jpg,66,野牛,66.0,野牛,43.0,羊,33.0,狮子,1.0,2.0687658e-08,8.446426e-09,6.1360224e-09,2.8820418e-08,1.6274588e-07,1.9593063e-09,1.002512e-08,5.7842517e-08,1.3737218e-06,1.6454787e-06,4.728397e-05,4.0319767e-07,2.9690662e-07,8.8115956e-07,3.134836e-08,3.466942e-09,3.223223e-07,5.003278e-07,3.7105083e-09,1.44163605e-08,4.4249904e-10,8.348898e-09,2.3448484e-07,1.8577461e-09,6.400886e-08,0.000230144,1.5577639e-08,0.00018126542,2.8602978e-10,1.6902331e-05,2.028524e-08,3.7082513e-09,6.5946196e-08,0.00027726986,4.958768e-07,9.919953e-09,1.4828146e-07,3.120715e-08,9.970421e-07,7.98596e-08,8.5829366e-10,7.646047e-10,4.0519674e-07,0.00028191568,5.892073e-08,2.054926e-07,1.3893561e-09,1.8836229e-07,6.3568606e-10,2.1143239e-10,1.4982517e-09,3.1704728e-10,6.391879e-09,2.8908516e-11,9.948204e-09,2.919224e-09,2.3774432e-10,3.943176e-09,2.7749214e-09,1.0816684e-09,1.8513717e-09,3.8138055e-06,1.1301732e-07,3.972407e-08,2.767119e-06,8.096642e-10,0.99892384,9.077561e-06,2.982808e-09,4.170834e-09,1.2415224e-07,9.154002e-06,1.7233373e-06,4.799271e-06,5.544333e-09,1.4981338e-10,2.0337154e-08,3.1588204e-08,4.1192636e-09,3.8372474e-09,3.9385237e-09,1.6477761e-08,7.949054e-10,3.9598746e-07,2.6606162e-07,3.5436656e-09,7.17322e-08,4.5273367e-09,2.477362e-09
animals_split\val\野牛\3c991fec2f.jpg,66,野牛,66.0,野牛,27.0,牛,43.0,羊,1.0,3.19816e-07,8.987953e-08,1.1334067e-07,1.4921429e-05,5.653186e-06,7.028981e-07,2.165098e-07,4.4184535e-06,4.2317253e-05,0.00027899267,0.0044309124,0.002959429,3.0686865e-06,1.3124435e-05,1.4443316e-06,1.607219e-07,2.4811165e-05,3.168713e-06,8.897493e-06,1.7362551e-06,3.2786951e-07,5.9937747e-06,1.5244703e-07,1.5924418e-06,1.6944407e-06,0.0006845547,3.0985468e-06,0.36071536,1.643166e-07,0.020962281,4.3604163e-07,1.2468525e-06,2.131073e-06,0.00014062315,7.859382e-06,2.6569326e-06,2.7628483e-05,3.220398e-07,2.6403425e-06,9.377876e-06,2.2528866e-08,2.4914482e-06,3.2329073e-05,0.030363014,3.5261284e-05,1.0664571e-06,4.3947684e-06,1.19189535e-05,3.4791066e-07,2.8033403e-08,6.442922e-08,8.4925375e-07,1.2078941e-06,4.848375e-09,1.1764683e-06,6.2688244e-08,1.9798742e-08,2.5329282e-06,2.6870802e-08,2.3766344e-07,4.115379e-07,0.00025236505,0.00060802087,6.091262e-05,2.4692654e-06,1.090971e-06,0.5576521,0.00053780037,2.7389248e-07,4.014828e-07,8.037881e-05,0.008844842,0.009990875,0.00053154014,3.2707333e-06,3.077602e-06,2.696633e-06,5.2547125e-07,6.652744e-08,3.4369612e-07,8.408386e-07,2.2526557e-07,2.0877495e-07,3.179718e-07,0.0005986463,6.040375e-08,2.014875e-06,2.5060083e-06,3.572543e-08
